source;id;intitule;url;date_publication;date_expiration;entreprise;entreprise_url;entreprise_logo;siret;entreprise_description;site_web_entreprise;linkedin_entreprise;twitter_entreprise;facebook_entreprise;annee_creation_entreprise;chiffre_affaires_entreprise;taille_entreprise;effectif_entreprise;dirigeant_nom;dirigeant_titre;dirigeant_linkedin;contact_nom;contact_telephone;contact_email;contact_linkedin;ville;region;code_postal;pays;lien_maps;lien_recherche_dirigeant;secteur;domaine;type_contrat;type_contrat_libelle;teletravail;salaire_libelle;salaire_min;salaire_max;salaire_devise;salaire_periode;experience;formation;competences;qualifications;mots_cles_recherche;description;code_naf;commune_insee;latitude;longitude;duree_travail;duree_travail_convertie;temps_plein;nombre_postes;accessibilite_emploi;salaire_complement1;salaire_complement2;salaire_commentaire;experience_commentaire;langues;permis;qualites_professionnelles;date_actualisation;partenaires_diffusion;contact_coordonnees1;contact_coordonnees2;contact_coordonnees3;contact_url_recrutement;contact_url_postuler;contact_commentaire;secteur_entreprise
Indeed;99075d2ef494ca13;Technicien en maintenance et réparation Menuiserie et Miroiterie H/F;https://fr.indeed.com/viewjob?jk=99075d2ef494ca13;2026-07-09T14:14:18.575Z;;ROUSSEAU SAS;https://fr.indeed.com/cmp/Rousseau-SAS-3;https://d2q79iu7y748jz.cloudfront.net/s/_logo/ab429511d9bb3025e862510c80158b04;;Créée en 1946, ROUSSEAU SAS est présente depuis 3 générations au Plessis Macé. Elle regroupe plusieurs métiers liés à la construction.;https://www.rousseausa.fr/;;;;;$5M to $25M (USD);;51 to 200;Régis Rousseau;CEO;;;;;;Tours;CVL;37000;France;https://www.google.com/maps/search/?api=1&query=ROUSSEAU%20SAS%20Tours;https://www.google.com/search?q=ROUSSEAU%20SAS%20Tours%20dirigeant;Métiers de l'installation de matériaux de construction, Métiers de la construction de bâtiments et de l'aménagement, Métiers des industries extractives et de la construction;Métiers de l'installation de matériaux de construction, Métiers de la construction de bâtiments et de l'aménagement, Métiers des industries extractives et de la construction;CDI;CDI;Non;;;;EUR;YEAR;;;Menuiserie, CDI, Prise en charge du transport quotidien, Service client, Titre restaurant, Permis B, Primes, Comité d'entreprise (CE), Soudage, Production, Participation, Intéressement;;technicien de maintenance;*À propos de nous :*  Rousseau Répar', entreprise spécialisée dans le domaine de la réparation et du remplacement de vitrages, volets roulants et menuiseries, recherche un(e) technicien(ne) en maintenance et réparation pour rejoindre notre équipe dynamique.  Notre fierté, c'est notre aptitude à proposer des réparations fiables et durables, avec un vrai sens du service et une approche responsable au quotidien. Parcourez notre site www.rousseaurepar.fr pour découvrir notre histoire et notre engagement envers la qualité.  *Description du poste : *  Basé en l'Indre-et-Loire (37), vous interviendrez auprès d'une clientèle de particuliers et de professionnels pour des opérations de remplacement de menuiseries et de réparation : menuiseries intérieures et extérieures (bois, PVC, aluminium, acier,;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;ded9ba1213cfd039;Technicien de maintenance automobile (H/F);https://fr.indeed.com/viewjob?jk=ded9ba1213cfd039;2026-07-09T05:00:00.000Z;;SEAT;https://fr.indeed.com/cmp/Seat-b58ae792;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/f1f434d18145c3a6fd08c2bea4d3a08a;;"SEAT façonne les émotions depuis toujours. Ses designs modernes inspirés de son ADN espagnol lui confèrent une signature unique.
Son ambition : jouer un rôle significatif dans la mobilité de demain.
";https://www.seat.es;;;;;Decline to state;;Decline to state;Wayne Griffiths;CEO;;;;;;Le Mans;B5;72100;France;https://www.google.com/maps/search/?api=1&query=SEAT%20Le%20Mans;https://www.google.com/search?q=SEAT%20Le%20Mans%20dirigeant;Métiers de la maintenance automobile, Métiers de la maintenance de véhicules et de moteurs, Métiers de l'installation et de la maintenance;Métiers de la maintenance automobile, Métiers de la maintenance de véhicules et de moteurs, Métiers de l'installation et de la maintenance;CDI;CDI;;;;;EUR;;;;CDI, Expérience en mécanique, Niveau Bac, BEP, CAP/BEP;;technicien de maintenance;Présent depuis 2005, Le Groupe Lecluse Automobiles réunit plus de 32 concessions automobiles : Audi, Audi Sport, Volkswagen, Seat, Skoda, Cupra, Volkswagen Utilitaire et Porsche dans 18 villes du Grand Ouest et du Centre.  Il compte aujourd’hui plus de 650 collaborateurs, tous experts dans leurs domaines d’activité. Plus que des concessions le Groupe Lecluse Automobiles est un gage de qualité, de savoir-faire.  Entrer dans l’univers Lecluse Automobiles, c’est vouloir contribuer activement à son développement.  Dans le cadre de notre développement, le Groupe Lecluse Automobiles recrute pour son site Seat Cupra Skoda Le Mans (72) un(e) technicien(ne) de maintenance automobile H/F, en CDI.  Vos principales missions :  Passionné(e) par la technique, vous prenez en charge la réparation des véhi;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;a249615163cddd0f;Agent Technique Polyvalent - Permis C;https://fr.indeed.com/viewjob?jk=a249615163cddd0f;2026-07-09T09:23:45.430Z;;Volta-Tech;https://fr.indeed.com/cmp/Volta--tech;;;;;;;;;;;;;;;;;;;Noyen-sur-Sarthe;B5;72430;France;https://www.google.com/maps/search/?api=1&query=Volta-Tech%20Noyen-sur-Sarthe;https://www.google.com/search?q=Volta-Tech%20Noyen-sur-Sarthe%20dirigeant;Métiers de l'installation et de la réparation d'appareils électroniques, Métiers de l'installation et de la maintenance;Métiers de l'installation et de la réparation d'appareils électroniques, Métiers de l'installation et de la maintenance;CDI, Intérim, CDD;CDI, Intérim, CDD;Non;;;;EUR;MONTH;;;Permis C, CDI, Schémas, Intérim, Équipement informatique, Travail en journée, CDD, Niveau Bac +2, Outils manuels;;technicien de maintenance;*À propos de l’entreprise :*  Rejoignez une entreprise dynamique et en pleine croissance, spécialisée dans l’intégration de solutions de casiers connectés !  Chez LOOKEYA, nous accompagnons nos clients dans le déploiement et l’exploitation de ces solutions innovantes, en assurant leur installation et leur maintenance. Grâce à notre expertise technique et notre engagement envers la satisfaction client, nous contribuons à optimiser l’utilisation de ces technologies au quotidien.  Nous plaçons nos collaborateurs au cœur de notre développement : bien-être au travail, esprit d’équipe et qualité du service sont les piliers de notre culture d’entreprise. Si vous cherchez un environnement stimulant, collaboratif et tourné vers la satisfaction client, rejoignez l’aventure LOOKEYA !  *Description du;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;caef808ac7bf55c0;Technicien de maintenance itinérant - h/f;https://fr.indeed.com/viewjob?jk=caef808ac7bf55c0;2026-07-09T05:00:00.000Z;;HORMANN France;https://fr.indeed.com/cmp/Hormann-France-1;;;;;;;;;;;;;;;;;;;Blois;CVL;41000;France;https://www.google.com/maps/search/?api=1&query=HORMANN%20France%20Blois;https://www.google.com/search?q=HORMANN%20France%20Blois%20dirigeant;Mécaniciens/nes industriels/les, Métiers de l'entretien des installations, Métiers de l'installation et de la maintenance;Mécaniciens/nes industriels/les, Métiers de l'entretien des installations, Métiers de l'installation et de la maintenance;CDI;CDI;;;;;EUR;;;;Prime panier, CDI, Heures supplémentaires, Expérience en mécanique, Service client, Tablette de fonction, Permis BE, Niveau Bac, Électricité, Primes, Comité d'entreprise (CE), Électrotechnique, Niveau Bac +2, Permis E, CACES;;technicien de maintenance;Description entreprise :  Hörmann, entreprise familiale et leader européen des portes pour l’habitat et l’industrie. Depuis sa création en 1935, plus de 20 millions de portes ont été produites et livrées à travers le monde.  Au sein de 40 usines spécialisées situées en Europe, en Amérique du Nord et en Asie, plus de 6 000 employé.e.s développent et produisent des portes, des huisseries, des motorisations, des systèmes de contrôle d’accès et des espaces de rangement haut de gamme pour l’industrie et l’habitat. Le siège du groupe Hörmann à vocation internationale est la commune allemande de Steinhagen située en Westphalie orientale près de Bielefeld. L’entreprise familiale a récemment atteint un chiffre d’affaires annuel dépassant le milliard d’euros.  Actuellement, le groupe Hörmann est dir;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;7103a5f9fc08d590;Technicien de Maintenance H/F;https://fr.indeed.com/viewjob?jk=7103a5f9fc08d590;2026-07-08T05:00:00.000Z;;Jacky Perrenot;https://fr.indeed.com/cmp/Jacky-Perrenot;https://d2q79iu7y748jz.cloudfront.net/s/_logo/f5727629a35dad295731993cc6da0b4d;;Jacky PERRENOT est le leader français du transport et de la distribution, avec un CA d'1 Md €, 135 sites et 10000 collaborateurs, en 2022.;https://www.perrenot.eu/;;;;;$1B to $5B (USD);;1,001 to 5,000;;;;;;;;Soulitré;B5;72370;France;https://www.google.com/maps/search/?api=1&query=Jacky%20Perrenot%20Soulitr%C3%A9;https://www.google.com/search?q=Jacky%20Perrenot%20Soulitr%C3%A9%20dirigeant;Métiers de la maintenance automobile, Métiers de la maintenance de véhicules et de moteurs, Techniciens/nes en pneumatiques, vidange et entretien général, Métiers de l'installation et de la maintenance;Métiers de la maintenance automobile, Métiers de la maintenance de véhicules et de moteurs, Techniciens/nes en pneumatiques, vidange et entretien général, Métiers de l'installation et de la maintenance;CDI;CDI;;;;;EUR;MONTH;;;CDI, Pas d'expérience requise, Titre restaurant, Du lundi au vendredi;;technicien de maintenance;À propos de nous  Le Groupe Jacky Perrenot comprend aujourd’hui 12 000 collaborateurs, avec plus de 200 agences réparties entre la France et l’étranger (Royaume-Uni, Espagne, Portugal et Benelux)  Mission  Dans le cadre de notre croissance, nous recrutons un Technicien de Maintenance H/F sur notre site de Perrenot Robineau à Soulitré dont les missions consistent à :  -Réaliser des actions auprès de l’atelier (diagnostiquer des pannes, entretien courant et périodique du matériel, vidange, freins)  -Contribuer à la qualité de service de notre groupe et veiller à l’état de présentation du véhicule  -Temps de travail : 39 hebdomadaires du Lundi au Vendredi  -Horaire de Travail : 08H-12H et 13H-17H  -Rémunération : 2300€ brut mensuel + tickets restaurant + mutuelle  Profil  -Débutant accepté  -;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;3d13f85d86675e5f;Technicien de Maintenance en Électricité (H/F);https://fr.indeed.com/viewjob?jk=3d13f85d86675e5f;2026-07-08T05:00:00.000Z;;Groupe Ortec;https://fr.indeed.com/cmp/Groupe-Ortec;https://d2q79iu7y748jz.cloudfront.net/s/_logo/ed10e5c25b5f796e1c798b140507c745;;Ortec, Tellement plus qu'une entreprise !;https://www.ortec-group.com;;;;;$1B to $5B (USD);;10,000+;;;;;;;;Loudun;NA;86200;France;https://www.google.com/maps/search/?api=1&query=Groupe%20Ortec%20Loudun;https://www.google.com/search?q=Groupe%20Ortec%20Loudun%20dirigeant;Électriciens/nes, Métiers des industries extractives et de la construction;Électriciens/nes, Métiers des industries extractives et de la construction;CDI;CDI;;37 093–40 783 EUR/an;37093;40783;EUR;YEAR;;;CDI, Autodidacte, Service client;;technicien de maintenance;À propos de nous  Présent dans 25 pays, le Groupe Ortec déploie des solutions en ingénierie et travaux dans de nombreux secteurs : énergies, mines, chimie, défense, transports, agroalimentaire, aéronautique, spatial, environnement, collectivités… Ses 14500 collaborateurs assurent la conception, la réalisation et la maintenance de projets et d'installations industriels. Cette stratégie repose sur un socle de valeurs « Made in Ortec », où la sécurité, l'innovation et la formation sont érigées au rang de priorités.  Mission  Sous la responsabilité d’un Assistant Chargé d’Affaires, vous œuvrez en véritable professionnel sur des dépannages et des interventions de maintenance.  Au sein de notre activité dépannage (24h/24h, 7j/7j), vous intervenez en courants forts et courants faibles.  Garant de;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;f66c96755f44a2f7;Technicien de Maintenance en Électricité (H/F);https://fr.indeed.com/viewjob?jk=f66c96755f44a2f7;2026-07-08T05:00:00.000Z;;BRUNET;https://fr.indeed.com/cmp/Brunet;https://d2q79iu7y748jz.cloudfront.net/s/_logo/1cb3595135564de71135eaeee5d2c21f;;;;;;;;$100M to $500M (USD);;501 to 1,000;;;;;;;;Loudun;NA;;France;https://www.google.com/maps/search/?api=1&query=BRUNET%20Loudun;https://www.google.com/search?q=BRUNET%20Loudun%20dirigeant;Électriciens/nes, Métiers des industries extractives et de la construction;Électriciens/nes, Métiers des industries extractives et de la construction;CDI;CDI;;;;;EUR;;;;CDI, Autodidacte, Service client;;technicien de maintenance;POSTE  Sous la responsabilité d’un Assistant Chargé d’Affaires, vous œuvrez en véritable professionnel sur des dépannages et des interventions de maintenance.  Au sein de notre activité dépannage (24h/24h, 7j/7j), vous intervenez en courants forts et courants faibles.  Garant de la satisfaction clients, vous :  – Diagnostiquez la panne en utilisant une méthode d’analyse technique,  – Réalisez des devis minute,  – Résolvez la panne en autonomie ou avec l’appui d’autres collaborateurs de l’entreprise,  – Expliquez l’intervention et conseillez le client après le dépannage,  – Rédigez le bon d’intervention chez le client,  – Confirmez la fin de votre intervention au Gestionnaire Dépannages (chargé(e) de planifier vos interventions) ou à l’Assistant(e) Chargé d’Affaires.  Vous réalisez des chan;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;b6885ba519b143ca;Technicien de maintenance - Courant Faible F/H;https://fr.indeed.com/viewjob?jk=b6885ba519b143ca;2026-07-08T05:00:00.000Z;;Eiffage Énergie Systèmes;https://fr.indeed.com/cmp/Eiffage-%C3%89nergie-Syst%C3%A8mes-6;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/c03a200e44d39f78b6f13d4b12f73bda;;Eiffage Énergie Systèmes, présente dans 50 pays, conçoit, réalise et maintient des systèmes en génies électrique, industriel et énergétique. Rejoignez une entreprise dynamique, tournée vers l'avenir !;https://www.eiffageenergiesystemes.com/home;;;;;$5B to $10B (USD);;10,000+; Ludovic Duplan;CEO;;;;;;Joué-lés-Tours;CVL;;France;https://www.google.com/maps/search/?api=1&query=Eiffage%20%C3%89nergie%20Syst%C3%A8mes%20Jou%C3%A9-l%C3%A9s-Tours;https://www.google.com/search?q=Eiffage%20%C3%89nergie%20Syst%C3%A8mes%20Jou%C3%A9-l%C3%A9s-Tours%20dirigeant;Mécaniciens/nes industriels/les, Métiers de l'entretien des installations, Techniciens/nes en instrumentation et contrôle, Métiers de l'installation et de la maintenance;Mécaniciens/nes industriels/les, Métiers de l'entretien des installations, Techniciens/nes en instrumentation et contrôle, Métiers de l'installation et de la maintenance;CDI;CDI;;;;;EUR;;;;Prime panier, CDI, GMAO, Électricité, RTT, Comité d'entreprise (CE), Participation, Actionnariat salarié, Niveau Bac +2, Intéressement;;technicien de maintenance;Vos missions  Envie d'un poste technique stimulant où chaque jour est un nouveau défi ?  Dans le cadre d’un départ en retraite, notre service maintenance recherche un(e) :  Technicien de maintenance en Courant Faible F/H  CDI | Basé à Joué-lès-Tours (37)  Rattaché(e) à un Responsable d'affaires, vous rejoignez notre équipe de techniciens et assurez la maintenance et le dépannage des installations, en mettant en avant votre sens du service et votre amour du travail bien fait.  Vos missions :  Réaliser la maintenance préventive et curative sur des équipements électriques, de  Dépanner et réparer les installations électriques en cas de dysfonctionnement  Contrôler et tester les installations pour garantir leur conformité et leur sécurité  Renseigner les interventions dans les outils de suivi ;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;2274ec0d9a8af9e3;Agent de Production (F/H);https://fr.indeed.com/viewjob?jk=2274ec0d9a8af9e3;2026-07-08T05:00:00.000Z;;Cheminées Poujoulat;https://fr.indeed.com/cmp/Chemin%C3%A9es-Poujoulat-1;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/d69ec6508717896c57965f92f57626a2;;Créée en 1950, Cheminées Poujoulat est la marque n°1 des conduits de cheminées et des sorties de toit métalliques en Europe. ;https://www.poujoulat.fr;;;;;$100M to $500M (USD);;501 to 1,000;;;;;;;;Buzançais;CVL;;France;https://www.google.com/maps/search/?api=1&query=Chemin%C3%A9es%20Poujoulat%20Buzan%C3%A7ais;https://www.google.com/search?q=Chemin%C3%A9es%20Poujoulat%20Buzan%C3%A7ais%20dirigeant;Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage, Métiers de la construction de bâtiments et de l'aménagement, Métiers du travail du bois, Métiers des industries extractives et de la construction, Métiers de la production de textile, de papier et de bois;Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage, Métiers de la construction de bâtiments et de l'aménagement, Métiers du travail du bois, Métiers des industries extractives et de la construction, Métiers de la production de textile, de papier et de bois;CDI;CDI;;;;;EUR;;;;Ligne de montage, Prime panier, Période de travail de 8 Heures, CDI, Heures supplémentaires, Prise en charge du transport quotidien, CACES Catégorie 3, Primes, CACES R489, Du lundi au vendredi, CACES R489 Catégorie 3, CACES, Intéressement;;agent de fabrication;"Poste à pourvoir : Dès que possible Lieu : Buzançais (36) Filiale : Bois Factory 36 Contrat : CDI  Bois Factory 36 est un site industriel implanté à Buzançais (36). Filiale du Groupe Poujoulat, leader européen des systèmes d’évacuation de fumée et acteur majeur du bois énergie, elle fabrique des biocombustibles premium : bois bûche séché, écorcé et calibré, ainsi que des bûches densifiées.  Missions :  Après une période de formation estimée de 1 à 5 jours, vos missions seront les suivantes :  Alimenter la ligne de production ; Réaliser les réglages de la machine ; Réaliser la production en fonction du planning ; Réaliser la maintenance de premier niveau sur les machines ; Respecter les règles de qualité, de sécurité et de fonctionnement de l’entreprise ;  Profil :  Titulaire du CACES R489 ";;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;51b89ce49a646f3a;Agent de production agroalimentaire H/F;https://fr.indeed.com/viewjob?jk=51b89ce49a646f3a;2026-06-30T09:06:31.414Z;;ELABOR;https://fr.indeed.com/cmp/Elabor-4;;;;;;;;;;;;;;;;;;;Requeil;B5;72510;France;https://www.google.com/maps/search/?api=1&query=ELABOR%20Requeil;https://www.google.com/search?q=ELABOR%20Requeil%20dirigeant;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;CDI, CDD;CDI, CDD;Non;;;;EUR;MONTH;;;Ligne de montage, CDI, HACCP, Conditionnement, Production, CDD, Sécurité alimentaire, CAP/BEP;;agent de fabrication;*Elabor est une jeune entreprise de transformation agroalimentaire située à Requeil.*  *Nous faisons du jus et de la purée de fruits afin de valoriser les fruits moches mais bons. Nous sommes en plein recrutement, si vous étés motivé tentez de rejoindre l'équipe!*  *Recherche un agent de production :*  *Sa mission consistera à :*  - réglage machine de production  - entretient et maintenance des machines de production  - Respect et application des consignes de sécurité et d’hygiène  - Connaissance des mesures HACCP et leurs applications  - préparation de commande  - préparation de la ligne de production  - production  - lavage des machines après utilisation  *Les qualités requises demandées :*  Soigneux, propre, ponctuel, exigent, motivé, dynamique, aimer travailler en équipe  Type d'emploi;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;f612f7b1f2838fe4;Un agent d’exploitation des stations de production d’eau - Electromécanicien (H/F);https://fr.indeed.com/viewjob?jk=f612f7b1f2838fe4;2025-10-03T05:00:00.000Z;;Tours métropole;https://fr.indeed.com/cmp/Tours-M%C3%A9tropole;;;;;;;;;;;;;;;;;;;Tours;CVL;37200;France;https://www.google.com/maps/search/?api=1&query=Tours%20m%C3%A9tropole%20Tours;https://www.google.com/search?q=Tours%20m%C3%A9tropole%20Tours%20dirigeant;Métiers de la production artisanale et industrielle, Métiers de la distribution et de l'assainissement de l'eau, Métiers de l'énergie et des services publics;Métiers de la production artisanale et industrielle, Métiers de la distribution et de l'assainissement de l'eau, Métiers de l'énergie et des services publics;CDI;CDI;;;;;EUR;;;;CDI, Habilitations Électriques, Nuits selon les besoins, Travail de nuit, RTT, Bureautique, Production;;agent de fabrication;"Entreprise  Composée de 22 communes, Tours Métropole Val de Loire est une métropole française active et en devenir de plus de 300 000 habitants. Elle est le 1er bassin d’emploi de la Région Centre-Val de Loire, le 1er pôle universitaire de la région, et possède 5 centres d’études et recherche, 1 CHRU, 6 monuments classés ; et bien entendu… la Loire, inscrite au patrimoine mondial de l’Unesco. Ici, on sait cultiver un art de vivre singulier, concilier patrimoine, tradition, développement et modernité, en respectant les équilibres.  Un aéroport international (Tours Val de Loire), ainsi que des liaisons TGV quotidiennes en provenance ou à destination de Paris, rendent par ailleurs le territoire tourangeau très accessible.  Tours Métropole Val de Loire regorge en outre de projets à construire ";;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;05de2d0525b79fc5;Agent de production agroalimentaire H/F;https://fr.indeed.com/viewjob?jk=05de2d0525b79fc5;2025-02-10T06:00:00.000Z;;FEUILLETTE;https://fr.indeed.com/cmp/Feuillette;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/c2f1daeb014010a60dc169ee6490f86e;;;http://www.feuillette.fr;;;;;Decline to state;;201 to 500;Monsieur Jean-François FEUILLETTE;CEO;;;;;;La Chaussée-Saint-Victor;CVL;41260;France;https://www.google.com/maps/search/?api=1&query=FEUILLETTE%20La%20Chauss%C3%A9e-Saint-Victor;https://www.google.com/search?q=FEUILLETTE%20La%20Chauss%C3%A9e-Saint-Victor%20dirigeant;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;Métiers de la production industrielle d'aliments et de boissons, Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;CDI;CDI;;;;;EUR;HOUR;;;Prime panier, CDI, 13ème Mois, Offres handi-accessibles, Primes, Comité d'entreprise (CE), Du lundi au vendredi, Intéressement;;agent de fabrication;Feuillette Production, laboratoire du groupe Feuillette, situé à La Chaussée Saint Victor, recherche un nouveau collaborateur.  Vos missions principales seront de :  Manutentionner les produits alimentaires, Effectuer et contrôler les cuissons des différents produits, Veiller à la qualité des produits, Respecter les pratiques d'hygiènes et de sécurité.  Une première expérience dans l'agroalimentaire serait un plus.  Vous êtes rigoureux(se), organisé(e) et volontaire, n'hésitez plus !  Type d'emploi : CDI 35h  Horaires d'ouverture : 5h - 21h du lundi au vendredi  Salaire : à partir de 12.50€ par heure  Avantages salariaux:  - Carte professionnelle bénéficiant des -30% sur tous les produits Feuillette (hors promotion), après validation de la période d'essai  - Adhésion HELLO CSE (après valid;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;304f113f1704e0ce;Opérateur Tourneur CN régleur expérimenté;https://fr.indeed.com/viewjob?jk=304f113f1704e0ce;2026-07-20T12:36:37.046Z;;SCHRUB INDUSTRIE;https://fr.indeed.com/cmp/Schrub-Industrie;;;;;;;;;;;;;;;;;;;Ballan-Miré;CVL;37510;France;https://www.google.com/maps/search/?api=1&query=SCHRUB%20INDUSTRIE%20Ballan-Mir%C3%A9;https://www.google.com/search?q=SCHRUB%20INDUSTRIE%20Ballan-Mir%C3%A9%20dirigeant;Métiers de la production artisanale et industrielle, Machinistes, Machinistes, soudeurs/ses et opérateurs/rices de machines;Métiers de la production artisanale et industrielle, Machinistes, Machinistes, soudeurs/ses et opérateurs/rices de machines;CDI;CDI;Non;2 100–2 350 EUR/mois;2100;2350;EUR;MONTH;;;Mazatrol, CDI, Veille économique, Titre restaurant, Niveau Bac, Comité d'entreprise (CE), Du lundi au vendredi, Niveau Bac +2;;tourneur fraiseur;*SCHRUB INDUSTRIE*, créée en *1966*, est une entreprise en pleine croissance, spécialisée dans le secteur de la *mécanique de précision*.  Nous produisons(via du tournage, fraisage, décolletage) des *pièces à l’attention* de l'*industrie automobile* et aussi des secteurs de l'*aéronautique* et de l'électrique.  Implantée proche de *Tours*, notre société se distingue par l’expertise de son équipe *d’une quarantaine* de professionnels et la qualité de ses produits.  Nous mettons un point d'honneur à créer un *environnement de travail stimulant* et collaboratif, où chaque employé est encouragé à *développer ses compétences* et à contribuer activement à la *réussite collective*.  Notre usine est équipée d'un parc machines-outils adapté à la réalisation de tous types de pièces mécaniques, *de l;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;c0009d6269ca95bb;Tourneur-Fraiseur H/F;https://fr.indeed.com/viewjob?jk=c0009d6269ca95bb;2026-07-06T05:00:00.000Z;;L'industrie recrute;https://fr.indeed.com/cmp/L'industrie-Recrute;;;;https://www.lindustrie-recrute.fr;;;;;;;;;;;;;;;Arnage;B5;72230;France;https://www.google.com/maps/search/?api=1&query=L%27industrie%20recrute%20Arnage;https://www.google.com/search?q=L%27industrie%20recrute%20Arnage%20dirigeant;Métiers de la production artisanale et industrielle, Machinistes, Machinistes, soudeurs/ses et opérateurs/rices de machines;Métiers de la production artisanale et industrielle, Machinistes, Machinistes, soudeurs/ses et opérateurs/rices de machines;CDI;CDI;;25 000–35 000 EUR/an;25000;35000;EUR;YEAR;;;CDI, 13ème Mois, Primes, Comité d'entreprise (CE), Participation, Niveau Bac +2, Restaurant d'entreprise, Intéressement;;tourneur fraiseur;Leader mondial dans toutes ses activités, le groupe industriel Cronite est aujourd'hui implanté à l'international. Composé de 7 unités de production, dans 6 pays, sur 3 continents, nous produisons des composants techniques en acier moulé pour le secteur de l'automobile, pour l'industrie aéronautique et pour les fours industriels.  Le chiffre d'affaires de Cronite en 2023 est de 82 millions.  Située à Arnage dans le département de la Sarthe, Cronite Mancelle est un site industriel de référence dans l'industrie métallurgique sarthoise. Filiale du groupe Cronite, elle bénéficie d'un positionnement pivot au carrefour de nombreux axes autoroutiers et ferroviaires. En collaboration avec les autres filiales du groupe, Cronite Mancelle répond aux besoins de ses clients et offre une large gamme de ;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;efc45e97e124aca0;Fraiseur (F/H);https://fr.indeed.com/viewjob?jk=efc45e97e124aca0;2026-06-30T05:00:00.000Z;;Deville Group;https://fr.indeed.com/cmp/Deville-Group;;;;;;;;;;;;;;;;;;;Baugé;B5;49150;France;https://www.google.com/maps/search/?api=1&query=Deville%20Group%20Baug%C3%A9;https://www.google.com/search?q=Deville%20Group%20Baug%C3%A9%20dirigeant;Métiers de la production artisanale et industrielle, Machinistes, Machinistes, soudeurs/ses et opérateurs/rices de machines;Métiers de la production artisanale et industrielle, Machinistes, Machinistes, soudeurs/ses et opérateurs/rices de machines;CDI;CDI;;25 000–35 000 EUR/an;25000;35000;EUR;YEAR;;;CDI, 13ème Mois, CAP, Pas d'expérience requise, Niveau Bac, Prime d'ancienneté, Primes, Comité d'entreprise (CE), BEP, Niveau Bac +2, CAP/BEP, Intéressement;;tourneur fraiseur;Leader sur le marché de fabrication d’éléments de sécurité automobile, en acier ou en plastique, DEVILLE GROUP est une entreprise à taille humaine qui ne cesse de grandir !  A ce jour, nous comptons plus de 800 salariés à l’international…  Ils nous font confiance, pourquoi pas vous ?  DEVILLE GROUP anime au quotidien des valeurs humaines dans un milieu industriel et innovant.  Le site de Baugé (49150) est situé à 30 min d’Angers (Elue « Ville où il fait bon vivre ! ») et 30 minutes de Saumur, la ville saura vous accueillir chaleureusement.  Vous aimez l'usinage de précision et souhaitez évoluer dans un environnement technique où votre savoir-faire est reconnu ? Que vous soyez débutant motivé ou fraiseur expérimenté, nous avons une place pour vous !  Nous recherchons un Fraiseur CN (H/F) po;;;;;;;;;;;;;;;;;;;;;;;;;
