source;id;intitule;url;date_publication;date_expiration;entreprise;entreprise_url;entreprise_logo;siret;entreprise_description;site_web_entreprise;linkedin_entreprise;twitter_entreprise;facebook_entreprise;annee_creation_entreprise;chiffre_affaires_entreprise;taille_entreprise;effectif_entreprise;dirigeant_nom;dirigeant_titre;dirigeant_linkedin;contact_nom;contact_telephone;contact_email;contact_linkedin;ville;region;code_postal;pays;lien_maps;lien_recherche_dirigeant;secteur;domaine;type_contrat;type_contrat_libelle;teletravail;salaire_libelle;salaire_min;salaire_max;salaire_devise;salaire_periode;experience;formation;competences;qualifications;mots_cles_recherche;description;code_naf;commune_insee;latitude;longitude;duree_travail;duree_travail_convertie;temps_plein;nombre_postes;accessibilite_emploi;salaire_complement1;salaire_complement2;salaire_commentaire;experience_commentaire;langues;permis;qualites_professionnelles;date_actualisation;partenaires_diffusion;contact_coordonnees1;contact_coordonnees2;contact_coordonnees3;contact_url_recrutement;contact_url_postuler;contact_commentaire;secteur_entreprise
France Travail;210MXMG;Chaudronnier soudeur / Chaudronnière soudeuse (H/F);https://candidat.francetravail.fr/offres/recherche/detail/210MXMG;2026-06-30T11:43:38.749Z;;GENEXCO S.A.S;;;;;;;;;;;;;;;;Agence France Travail JOUE LES TOURS;;;;SORIGNY;;37250;;https://www.google.com/maps/search/?api=1&query=GENEXCO%20S.A.S%20SORIGNY;https://www.google.com/search?q=GENEXCO%20S.A.S%20SORIGNY%20dirigeant;Fabrication d'autres articles métalliques;Ouvrier qualifié (P3,P4,OHQ);CDI;CDI;;Annuel de 25550.0 Euros sur 12 mois;;;;;2 An(s);CAP, BEP et équivalents Chaudronnerie;"Règles de sécurité (S); Découper, tailler des matières premières (S); Assembler et positionner les pièces, plaques, tubes (soudure-pointage, rivet, agrafe, colle) (S); Contrôler la qualité de l'assemblage des pièces mécaniques (S); Tracer les développés et reporter les cotes sur les matériaux (plaques, tubes, profilés, ...) (S)";;;Prise de poste fin août Ouvrier qualifié C6  Missions principales  - Produire des pièces conformes aux ordres de fabrication (OF) - Réaliser des sous-ensembles chaudronnés en unité ou petites/moyennes séries  Activités significatives - Découpe laser (après validation du programme) - Roulage et agrafage si nécessaire - Pliage (plieuse CN) selon matière et épaisseur - Fraisage des bases avant soudure - Soudage par points - Emboutissage avec outillage et réglage machine - Contrôle dimensionnel et visuel des pièces (échantillonnage en série) - Remplissage et scan des feuilles de production - Stockage des pièces avant passage en peinture - Déchargement et rangement des palettes de matières premières (tôles, tubes, gaz) - Maintien de l'ordre et propreté de la zone de travail - Soutien ponctuel a;25;37250;47.241872;0.694279;"35H/semaine
Travail en journée";Temps plein;;1;False;;;;;;;;2026-07-16T22:47:27.167Z;;92 BOULEVARD JEAN JAURES;37300 Joué-lès-Tours;Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/210MXMG;;;;
France Travail;4513355;Monteur-Câbleur Testeur (H/F);https://candidat.francetravail.fr/offres/recherche/detail/4513355;2026-07-03T01:01:50.000Z;;Groupe A.A;;;;"AA OPTO-ELECTRONIC est une société d'ingénierie française créée en 1979 et située à Orsay, au sud de Paris. Notre usine de fabrication optique est basée à Orsay tandis que nos opérations électroniques Radio-fréquences sont basées près de Tours en France. De plus, AA possède sa propre société de vente aux USA (QUANTA TECH www.quanta-tech.com).


Depuis la création de l'entrepri";;;;;;;;;;;;;;;;Saint-Avertin;;37550;;https://www.google.com/maps/search/?api=1&query=Groupe%20A.A%20Saint-Avertin;https://www.google.com/search?q=Groupe%20A.A%20Saint-Avertin%20dirigeant;Fabrication d'instrumentation scientifique et technique;;CDI;CDI;;Annuel de 25000.0 Euros à 30000.0 Euros sur 12.0 mois;;;;;3 An(s);;;;;Vos missions :   - Câblage de circuits électroniques et soudure de composants.   - Montage en boîtiers mécaniques.   - Brasure composant CMS, montage des cartes électroniques,   - Test/recette électrique sur oscilloscope /analyseur de spectre      Pour ce poste, nous recherchons un profil expérimenté, ayant une solide expertise en montage et câblage électrique. Une expérience de 2 à 5 ans dans un environnement industriel est requise. Vous devez maîtriser les techniques de câblage et les normes de sécurité en vigueur. La lecture de schémas électroniques et l’utilisation de l’oscilloscope est indispensable.    Vous devez faire preuve de rigueur, de précision et de sens des responsabilités. Votre capacité à travailler de manière autonome et en équipe sera également un critère important. Une b;26;37208;47.367839;0.726918;"
Travail en journée";;;1;;;;;;;;;2026-07-07T01:02:05.000Z;LINDUSTRIE RECRUTE https://www.lindustrie-recrute.fr/candidat/offre/819104?utm_source=NQ==;;;;;;;
France Travail;3916392;Monteur - câbleur (H/F);https://candidat.francetravail.fr/offres/recherche/detail/3916392;2026-06-17T20:28:54.000Z;;Groupe A.A;;;;AA OPTO-ELECTRONIC est une société d'ingénierie française créée en 1979 et située à Orsay, au sud de Paris. Notre usine de fabrication optique est basée à Orsay tandis que nos opérations électroniques Radio-fréquences sont basées près de Tours en France. De plus, AA possède sa propre société de vente aux USA (QUANTA TECH www.quanta-tech.com). Depuis la création de l'entrepri;;;;;;;;;;;;;;;;Saint-Avertin;;37550;;https://www.google.com/maps/search/?api=1&query=Groupe%20A.A%20Saint-Avertin;https://www.google.com/search?q=Groupe%20A.A%20Saint-Avertin%20dirigeant;Fabrication d'instrumentation scientifique et technique;;CDI;CDI;;;;;;;3 An(s);;;;;Vos missions : - Réception et contrôle de pièces - Préparation des commandes (panier garni) - Câblage de circuits électroniques et Hyperfréquences/soudure de composants. - Montage en boîtiers mécaniques. - Brasure composant CMS, montage des cartes électroniques, Pour ce poste, nous recherchons un profil expérimenté, ayant une solide expertise en montage et câblage électrique. Une expérience de 2 à 5 ans dans un environnement industriel est requise. Vous devez maîtriser les techniques de câblage et les normes de sécurité en vigueur. La lecture de schémas électroniques et l’utilisation de l’oscilloscope serait un plus ! Vous devez faire preuve de rigueur, de précision et de sens des responsabilités. Votre capacité à travailler de manière autonome et en équipe sera également un critère import;26;37208;47.367839;0.726918;"
Travail en journée";;;1;;;;Selon profil;;;;;2026-06-19T01:02:03.000Z;LINDUSTRIE RECRUTE https://www.lindustrie-recrute.fr/candidat/offre/815637?utm_source=NQ==;;;;;;;
France Travail;3916693;Responsable commercial itinérant H/F;https://candidat.francetravail.fr/offres/recherche/detail/3916693;2026-06-17T20:28:58.000Z;;NIDEC - MOTEURS LEROY SOMER;;;;Leroy-Somer, filiale du groupe international NIDEC, est spécialiste mondial en alternateurs et systèmes d'entraînement électromécanique et électronique. L'entreprise vous offre l'opportunité de vous épanouir et d'évoluer dans un groupe international fabricant des produits de haute valeur technologique. Avec près de 6700 salariés, le groupe détient 34 sites industriels.;;;;;;;;;;;;;;;;Tours;;37000;;https://www.google.com/maps/search/?api=1&query=NIDEC%20-%20MOTEURS%20LEROY%20SOMER%20Tours;https://www.google.com/search?q=NIDEC%20-%20MOTEURS%20LEROY%20SOMER%20Tours%20dirigeant;Fabrication de moteurs, génératrices et transformateurs électriques;;CDI;CDI;;;;;;;1 An(s);;;;;Sur le secteur Tours–Paris–Rouen, vous êtes l’ambassadeur(trice) de la marque et le moteur du développement commercial auprès d’un portefeuille stratégique de comptes industriels. Vos missions principales : Entretenir, fidéliser et développer un portefeuille clients existant à fort potentiel. Accroître la valeur et le volume d’affaires grâce à une relation durable et proactive avec vos clients. Prospecter activement chaque mois pour enrichir votre portefeuille : veille marché, analyse de zone, réseau professionnel. Traiter vos affaires avec une approche complète : technique, commerciale, financière et juridique. Être en appui des clients, comprendre leurs besoins industriels et proposer des solutions pertinentes. Assurer le suivi via notre CRM : gestion opportunités, reporting, avancement ;27;37261;47.42215;0.683116;"
Travail en journée";;;1;;;;Selon profil;;;;;2026-06-24T01:01:58.000Z;LINDUSTRIE RECRUTE https://www.lindustrie-recrute.fr/candidat/offre/814541?utm_source=NQ==;;;;;;;
France Travail;4225548;Acheteur Approvisionneur H/F;https://candidat.francetravail.fr/offres/recherche/detail/4225548;2026-06-25T08:05:53.000Z;;TLD EUROPE;;;;"TLD est une entreprise française faisant partie du Groupe Alvest, pionnière dans l’industrie du matériel d’assistance en escale (Ground support Equipment) depuis plus de 70 ans.

Leader mondial, nous sommes spécialisés dans la conception, l’assemblage, la distribution et le service après-vente d’équipements utilisés dans les aéroports du monde entier.
A l’origine de nombreuses innovations (démarre";;;;;;;;;;;;;;;;Sorigny;;37250;;https://www.google.com/maps/search/?api=1&query=TLD%20EUROPE%20Sorigny;https://www.google.com/search?q=TLD%20EUROPE%20Sorigny%20dirigeant;Fabrication de matériel de levage et de manutention;;CDI;CDI;;Annuel de 34.0 Euros à 38.0 Euros;;;;;3 An(s);;;;;Missions approvisionnement : • Vous effectuez la passation et le suivi des commandes sur votre panel de fournisseurs • Vous gérez les fournisseurs • Vous assurez le suivi administratif des non conformités • Vous contrôlez, suivez et réglez les litiges de livraison • Vous gérez et optimisez le stock de votre portefeuille • Vous suivez et maitrisez le risque de rupture d’approvisionnement à court, moyen et long terme. • Vous dynamisez la relation fournisseur de l’établissement afin de générer un accroissement de la productivité.  Missions achat : • Vous menez les négociations avec les fournisseurs, dans un objectif d’amélioration des conditions d’achat (coût, qualité, délai), • Vous êtes l’interlocuteur privilégié des fournisseurs de votre portefeuille, • Vous assurez la gestion des non-conf;28;37250;47.241872;0.694279;"
Travail en journée";;;1;;;;;;;;;2026-07-08T08:06:49.000Z;WINK https://apply.wink-lab.com/apply/c78297b6-7292-4a95-9756-c270dcc8020b?utm_source=francetravailbasic;;;;;;;
France Travail;5031532;Superviseur Service Après-Vente H/F;https://candidat.francetravail.fr/offres/recherche/detail/5031532;2026-07-16T08:05:51.000Z;;TLD EUROPE;;;;"TLD est une entreprise française faisant partie du Groupe Alvest, pionnière dans l’industrie du matériel d’assistance en escale (Ground support Equipment) depuis plus de 70 ans.

Leader mondial, nous sommes spécialisés dans la conception, l’assemblage, la distribution et le service après-vente d’équipements utilisés dans les aéroports du monde entier.
A l’origine de nombreuses innovations (démarre";;;;;;;;;;;;;;;;Sorigny;;37250;;https://www.google.com/maps/search/?api=1&query=TLD%20EUROPE%20Sorigny;https://www.google.com/search?q=TLD%20EUROPE%20Sorigny%20dirigeant;Fabrication de matériel de levage et de manutention;;CDI;CDI;;Annuel de 45000.0 Euros à 50000.0 Euros;;;;;5 An(s);;;;;Rattaché(e) au Responsable du Service Client, vous serez en charge de :   - Manager et animer une équipe de Techniciens Après-Vente et de Coordinateurs SAV.  - Planifier et prioriser les interventions en fonction des besoins et des urgences.  - Superviser et réaliser les mises en service, diagnostics de pannes et réparations.  - Apporter l'expertise technique nécessaire et assurer le support de l'équipe.  - Former les opérateurs clients et garantir la maintenance de 1er niveau sur site clients.  - Gérer les aspects administratifs de l'équipe (notes de frais, congés, matériel, EPI).  - Assurer le reporting de l'activité (rapports d'intervention, retours clients, etc.).  Profil recherché: Ce que nous recherchons :  Titulaire d'une formation supérieure en maintenance ou en électrotechnique, v;28;37250;47.241872;0.694279;"
Travail en journée";;;1;;;;;;;;;2026-07-16T08:05:51.000Z;WINK https://apply.wink-lab.com/apply/6574cded-84f2-49f9-8c81-51924ea43a00?utm_source=francetravailbasic;;;;;;;
France Travail;4633986;Superviseur de Production H/F;https://candidat.francetravail.fr/offres/recherche/detail/4633986;2026-07-07T08:05:48.000Z;;TLD EUROPE;;;;"Chaque jour, dans plus de 150 pays, des équipements TLD œuvrent sur les tarmacs du monde entier.
Derrière eux, plus de 2 300 collaborateurs qui écrivent, depuis plus de 70 ans, une aventure humaine et industrielle qui ne fait que s'accélérer.

Groupe international dont le siège est basé en France, ALVEST regroupe des entreprises spécialisées et reconnues sur les marchés mondiaux. TLD en fait parti";;;;;;;;;;;;;;;;Sorigny;;37250;;https://www.google.com/maps/search/?api=1&query=TLD%20EUROPE%20Sorigny;https://www.google.com/search?q=TLD%20EUROPE%20Sorigny%20dirigeant;Fabrication de matériel de levage et de manutention;;CDI;CDI;;Annuel de 40000.0 Euros à 45000.0 Euros;;;;;3 An(s);;;;;Rattaché(e) au Responsable de Production d’un site de 250 personnes, vous avez en charge le management d’un secteur de production de matériel aéroportuaire (tracteurs d’avion). Les missions rattachées au poste sont les suivantes :   - Manager une équipe d’une vingtaine de personnes travaillant en journée, (incluant des Group Leaders) dans une logique d‘amélioration des indicateurs Sécurité / Qualité / Coûts / Délais, pour garantir la sortie des produits en temps et en heure.  - Assurer le bon déroulement du planning de Production et veiller à la mise en place des moyens nécessaires à l'atteinte des objectifs.  - Veiller au bon niveau de formation des équipes avec le support du Bureau d’Etudes.  - Assurer le reporting de son activité.  - Être le garant du respect des règles et consignes de ;28;37250;47.241872;0.694279;"
Travail en journée";;;1;;;;;;;;;2026-07-17T08:05:53.000Z;WINK https://apply.wink-lab.com/apply/c9b6522c-78bd-42a2-9056-f66fc7c3eb73?utm_source=francetravailbasic;;;;;;;
France Travail;210LVRN;Facteur / Factrice d'orgues (H/F);https://candidat.francetravail.fr/offres/recherche/detail/210LVRN;2026-06-29T15:07:41.257Z;;BRADESI DAVID;;;;;;;;;;;;;;;;Agence France Travail SAINT CYR SUR LOIRE;;;;ROUZIERS DE TOURAINE;;37360;;https://www.google.com/maps/search/?api=1&query=BRADESI%20DAVID%20ROUZIERS%20DE%20TOURAINE;https://www.google.com/search?q=BRADESI%20DAVID%20ROUZIERS%20DE%20TOURAINE%20dirigeant;Fabrication d'instruments de musique;Employé qualifié;CDI;CDI;;Horaire de 12.31 Euros sur 12 mois;;;;;5 An(s) - en travail du bois;;"Dimensionner un élément, des composants, des constituants (S); Assembler un bâti (S); Tracer sur le bois la forme à façonner (S); Donner la forme aux pièces du bâti (S); Ajuster des pièces rapportées (S)";;;Au sein d'une entreprise de 3 collaborateurs, vous fabriquez, restaurez, adaptez des orgues sur des sites dédiés comme des églises. Vous pouvez être issu(e) d'une formation de menuisier ou d'un métier lié au travail du bois. Vous devez avoir au moins 5 années d'expérience en travail du bois pour bien connaitre l'outillage et les techniques associées à cette matière. Une autonomie vous sera rapidement demandée, car vous seconderez le responsable dans ses taches quotidiennes. Vous devez pouvoir vous déplacer France entière sur plusieurs semaines, le temps de finaliser les projets et donc, posséder votre permis B.;32;37204;47.516645;0.648355;"35H/semaine
Travail en journée";Temps plein;;1;False;;;;en travail du bois;;B - Véhicule léger;;2026-07-15T22:46:53.315Z;;7 RUE rue lavoisier;37540 Saint-Cyr-sur-Loire;Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/210LVRN;;;;
France Travail;211GRHF;Technicien / Technicienne qualité produit et métrologie en mécani (H/F);https://candidat.francetravail.fr/offres/recherche/detail/211GRHF;2026-07-16T12:31:03.628Z;;EUROPE QUALITE VAL DE LOIRE;;;;;;;;;;;;;;;;Agence France Travail SAINT PIERRE DES CORPS;;;;ST AVERTIN;;37550;;https://www.google.com/maps/search/?api=1&query=EUROPE%20QUALITE%20VAL%20DE%20LOIRE%20ST%20AVERTIN;https://www.google.com/search?q=EUROPE%20QUALITE%20VAL%20DE%20LOIRE%20ST%20AVERTIN%20dirigeant;Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels;Technicien;CDI;CDI;;Mensuel de 2300.0 Euros sur 12 mois;;;;;Débutant accepté - Si diplôme minimum;Bac ou équivalent;"Procédures de contrôle qualité (S); Déterminer des mesures correctives (S); Contrôler la qualité et la conformité des process (S); Identifier des non-conformités (S)";;;Le Groupe EUROPE QUALITE est spécialisé dans l'étalonnage d'instruments de mesure, le contrôle tridimensionnel, la réparation d'appareils de mesure, la gestion de parc d'instruments et l'externalisation de la fonction métrologie pour des industries variées et à fort potentiel de croissance telles que l'aéronautique civile et militaire, la défense, l'automobile, l'énergie (nucléaire, hydroélectrique, marine) ainsi que leur réseau de sous-traitants.  Vous souhaitez rejoindre un groupe en plein développement, et offrant des potentiels d'évolution multiples ? Rencontrez-nous, étonnez-nous, rejoignez-nous !  Nous vous proposons d'intégrer nos équipes de métrologues en laboratoire ou sur les sites de nos clients pour réaliser des prestations d'étalonnage au cœur des enjeux de qualité, de sécurit;33;37208;47.367839;0.726918;"35H/semaine
Travail en journée";Temps plein;;1;False;Complémentaire santé;Titres restaurant / Prime de panier;+ prime de déplacements;Si diplôme minimum;;B - Véhicule léger;;2026-07-21T09:25:48.515Z;;55 AVENUE GEORGES POMPIDOU;37700 Saint-Pierre-des-Corps;Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/211GRHF;;;;
France Travail;211KDSF;Technicien-cuisiniste / Technicienne-cuisiniste en cuisines profe (H/F);https://candidat.francetravail.fr/offres/recherche/detail/211KDSF;2026-07-20T11:41:12.155Z;;QUIETALIS;;;;;;;;;;;;;;;;;;;;Tours;;37000;;https://www.google.com/maps/search/?api=1&query=QUIETALIS%20Tours;https://www.google.com/search?q=QUIETALIS%20Tours%20dirigeant;Installation de machines et équipements mécaniques;Technicien;CDI;CDI;;Annuel de 27600.0 Euros à 28800.0 Euros sur 12 mois;;;;;2 An(s);;;;;Pour accompagner notre croissance et compléter l'équipe en place, nous recherchons un TECHNICIEN SAV H/F.  Rattaché au Responsable Technique de l'agence de Trélazé, vous aurez en charge le dépannage en froid et la maintenance des équipements de cuisines professionnelles (Équipement de cuisson / laverie / buanderie et préparation) pour le secteur de l'Indre-et-Loire (37) et de l'Indre (36).  Vos missions :   * Entretien des équipements de cuisine et frigorifiques  * Diagnostic de la panne et intervention  * Identification et commandes des pièces  * Proposition de devis de réparation ou de remplacement  * Rappel des règles d'utilisation et d'entretien du matériel et des règles de sécurité auprès des Clients  * Compte rendu d'intervention  * Remontée d'informations terrain au responsable tech;33;37261;47.42215;0.683116;"39H/semaine
Travail en journée";Temps plein;;1;;;;;;;;;2026-07-20T12:05:43.015Z;;https://taleez.com/apply/technicien-sav-frigoriste-cuisiniste-h-f-tours-quietalis-cdi/applying;;;;https://taleez.com/apply/technicien-sav-frigoriste-cuisiniste-h-f-tours-quietalis-cdi/applying;;
France Travail;4110598;Ingénieur projet  H/F;https://candidat.francetravail.fr/offres/recherche/detail/4110598;2026-06-23T01:02:05.000Z;;Valiance - FAYAT ÉNERGIE SERVICES;;;;Valiance, filiale de la Division FAYAT ÉNERGIE SERVICES, accompagne les grands donneurs d’ordre de la filière nucléaire à chaque étape du cycle de vie des installations. Nous intervenons sur les travaux neufs, les travaux de modification, la maintenance, ainsi que les installations en démantèlement. Grâce à une organisation agile, un maillage territorial dense et une expe;;;;;;;;;;;;;;;;Tours;;37000;;https://www.google.com/maps/search/?api=1&query=Valiance%20-%20FAYAT%20%C3%89NERGIE%20SERVICES%20Tours;https://www.google.com/search?q=Valiance%20-%20FAYAT%20%C3%89NERGIE%20SERVICES%20Tours%20dirigeant;Réparation d'équipements électriques;;CDI;CDI;;;;;;;3 An(s);;;;;Piloter la réalisation et les essais de plusieurs Centres de Crise Locaux (jusqu'à 3 en simultané), en garantissant qualité, délais et coordination technique. Encadrer et animer les conducteurs de travaux, en assurant une répartition efficace des responsabilités, et en favorisant un esprit d'équipe sur le terrain. Être un appui opérationnel auprès des conducteurs de travaux et de leurs équipes, en intervenant directement sur le terrain pour soutenir, débloquer ou anticiper les problématiques Assurer un reporting régulier à la direction de projet, avec une vision claire des avancées, des points de vigilance et des arbitrages à prévoir. Préparer et participer activement aux réunions d'avancement, que ce soit avec le client, les partenaires du groupement (GME) ou le sous-traitant. Renforcer l;33;37261;47.42215;0.683116;"
Travail en journée";;;1;;;;Selon profil;;;;;2026-06-24T01:01:54.000Z;LINDUSTRIE RECRUTE https://www.lindustrie-recrute.fr/candidat/offre/816775?utm_source=NQ==;;;;;;;
France Travail;4634235;Comptable Niveau 2 H/F;https://candidat.francetravail.fr/offres/recherche/detail/4634235;2026-07-07T08:05:53.000Z;;Alvest Equipment Services;;;;Alvest Equipment Services (AES), une société du groupe Alvest, offre un panel complet de service d’excellence pour le matériel d’assistance en escale, en environnement aéroportuaire. Ces services comprennent la location d’équipement, la gestion de flotte, la mise en commun d’équipements, les services de maintenance, la remise à neuf et la vente d’équipement d’occasion.;;;;;;;;;;;;;;;;Montlouis-sur-Loire;;37270;;https://www.google.com/maps/search/?api=1&query=Alvest%20Equipment%20Services%20Montlouis-sur-Loire;https://www.google.com/search?q=Alvest%20Equipment%20Services%20Montlouis-sur-Loire%20dirigeant;Réparation et maintenance d'autres équipements de transport;;CDI;CDI;;Annuel de 30000.0 Euros à 35000.0 Euros;;;;;1 An(s);;;;;Dans le cadre d'un remplacement, nous recherchons un(e) Comptable Niveau 2 sur notre site de Montlouis-Sur-Loire.  Rattaché(e) hiérarchiquement au Responsable Administratif et financier, vous effectuez l'enregistrement des opérations financières et produisez les états financiers inhérents en s’assurant de leur fiabilité et du respect des procédures internes : - Saisir les factures d’achats avec rapprochements des bons de commandes, de frais généraux et notes de frais (codification comptable et analytique des opérations, rapprochements de commandes manuelles) et participer au process de paiement fournisseurs et notes de frais. - Réaliser les facturations entre sociétés intra-groupe (frais généraux, salaires et charges). - S’assurer du déroulement conforme d’approbation des factures (traitem;33;37156;47.388258;0.827428;"
Travail en journée";;;1;;;;;;;;;2026-07-07T08:05:53.000Z;WINK https://apply.wink-lab.com/apply/28572899-e0a7-47ed-9b1b-d49a414d4546?utm_source=francetravailbasic;;;;;;;
Indeed;aae300873d85a93d;Opérateur en fabrication d'enseigne et signalétique;https://fr.indeed.com/viewjob?jk=aae300873d85a93d;2026-07-20T14:23:04.923Z;;PUBLI24;https://fr.indeed.com/cmp/Publi24;;;;;;;;;;;;;;;;;;;Le Mans;B5;72100;France;https://www.google.com/maps/search/?api=1&query=PUBLI24%20Le%20Mans;https://www.google.com/search?q=PUBLI24%20Le%20Mans%20dirigeant;Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;CDI;CDI;Non;;;;EUR;MONTH;;;Menuiserie, Fabrication, CDI, CAP, Titre restaurant, Niveau Bac, Assemblage, Soudage, Production, CAP/BEP;;opérateur de production;*Vous aimez bricoler, fabriquer, construire ? Ce poste est fait pour vous !*  *- Poste basé au Mans*  Vous aimez manipuler les matériaux, travailler avec vos mains et voir le résultat concret de ce que vous faites ? Vous êtes curieux, débrouillard et avez envie d'apprendre à utiliser différentes machines pour créer des objets utiles et visibles ? Rejoignez-nous !  Nous recherchons un(e) *Opérateur(trice) en fabrication d’enseignes et signalétique* pour participer à la conception et à la fabrication de produits variés : lettres lumineuses, panneaux, totems, stands pour événements… Chaque projet est unique !  *- Ce que vous ferez concrètement *  Au sein d’un atelier moderne et d’une équipe sympa de 18 personnes, vous serez formé(e) et accompagné(e) pour :  * Fabriquer des enseignes lumineuse;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;45ff8fab7df07fec;CDI - Operatrice/Opérateur de fabrication en milieu pyrotechnique;https://fr.indeed.com/viewjob?jk=45ff8fab7df07fec;2026-07-16T05:00:00.000Z;;ArianeGroup;https://fr.indeed.com/cmp/Arianegroup;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e92ff1f8e0a7d2638eaef2bdb27f5443;;;http://www.ariane.group;;;;;;;5,001 to 10,000;;;;;;;;Saint-Médard;CVL;;France;https://www.google.com/maps/search/?api=1&query=ArianeGroup%20Saint-M%C3%A9dard;https://www.google.com/search?q=ArianeGroup%20Saint-M%C3%A9dard%20dirigeant;Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;Métiers de la production artisanale et industrielle, Métiers de la production et de l'assemblage;CDI;CDI;;;;;EUR;;;;Période de travail de 8 Heures, CDI, Expérience en mécanique, Service client, Niveau Bac, Comité d'entreprise (CE), Lecture de plans, Services aux visiteurs, Électrotechnique;;opérateur de production;Vous rêvez d’un poste au cœur des projets stratégiques de la défense et de l’aérospatial ?  Participez à la fabrication des propergols qui composent les propulseurs des missiles stratégiques de la force océanique française !  ArianeGroup, leader mondial dans le secteur spatial et de la défense, recherche plusieurs Opératrices/Opérateurs de fabrication en milieu pyrotechnique, au sein de l’Unité de Production Malaxage-Coulée de notre site de Saint-Médard-en-Jalles (33).  Vos missions principales :  En tant qu’Opératrice/Opérateur de fabrication pour nos activités de Malaxage ou Coulée, vous serez un(e) acteur(rice) clé des opérations de production et aurez pour responsabilités de :  - Réaliser et conduire les opérations de fabrication : montage et démontage d’outillages, malaxage, coulée, e;;;;;;;;;;;;;;;;;;;;;;;;;
Indeed;70d7510711092f1a;Opérateur de production H/F;https://fr.indeed.com/viewjob?jk=70d7510711092f1a;2026-07-01T05:00:00.000Z;;Elis;https://fr.indeed.com/cmp/Elis;https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/71b9b69f284a0556c973eee9af8a0efa;;;https://uk.elis.com/en;;;;;Decline to state;;1,001 to 5,000;Xavier Martiré;CEO;;;;;;Montlouis-sur-Loire;CVL;;France;https://www.google.com/maps/search/?api=1&query=Elis%20Montlouis-sur-Loire;https://www.google.com/search?q=Elis%20Montlouis-sur-Loire%20dirigeant;Métiers de la blanchisserie, Métiers de la propreté et de l'environnement, Métiers du nettoyage et l'assainissement;Métiers de la blanchisserie, Métiers de la propreté et de l'environnement, Métiers du nettoyage et l'assainissement;CDI;CDI;;;;;EUR;MONTH;;;Période de travail de 8 Heures, CDI, Pas d'expérience requise, Prime d'ancienneté, Primes, Comité d'entreprise (CE), Du lundi au vendredi, Épargne salariale, Restaurant d'entreprise, Intéressement;;opérateur de production;Description du poste Métier Industrielle - Opérateur(trice) de production  Intitulé du poste Opérateur de production H/F  Contrat CDI  Statut Non cadre  Description de la mission  Ne venez pas chez Elis, si vous n’aimez pas le travail d’équipe !  Mais si vous voulez travailler main dans la main avec votre responsable de production et vos collègues, contribuer au cycle de traitement des articles textiles et participer directement à la satisfaction de nos clients, on vous attend !  Car chez Elis, nos opérateurs de production sont responsables de A à Z de la qualité du linge, vêtements de travail et tapis à entretenir.  Vous réceptionnez et triez les articles,  Vous alimentez en linge les machines de lavage, séchage et pliage,  Vous contrôlez les textiles afin d’identifier d’éventuelles anoma;;;;;;;;;;;;;;;;;;;;;;;;;
