source;id;intitule;url;date_publication;date_expiration;entreprise;entreprise_url;entreprise_logo;siret;entreprise_description;site_web_entreprise;linkedin_entreprise;twitter_entreprise;facebook_entreprise;annee_creation_entreprise;chiffre_affaires_entreprise;taille_entreprise;effectif_entreprise;dirigeant_nom;dirigeant_titre;dirigeant_linkedin;contact_nom;contact_telephone;contact_email;contact_linkedin;ville;region;code_postal;pays;lien_maps;secteur;domaine;type_contrat;type_contrat_libelle;teletravail;salaire_libelle;salaire_min;salaire_max;salaire_devise;salaire_periode;experience;formation;competences;qualifications;mots_cles_recherche;description;code_naf;commune_insee;latitude;longitude;duree_travail;duree_travail_convertie;temps_plein;nombre_postes;accessibilite_emploi;salaire_complement1;salaire_complement2;salaire_commentaire;experience_commentaire;langues;permis;qualites_professionnelles;date_actualisation;partenaires_diffusion;contact_coordonnees1;contact_coordonnees2;contact_coordonnees3;contact_url_recrutement;contact_url_postuler;contact_commentaire;secteur_entreprise
France Travail;4221161;Ingénieur ou ingénieure qualité projet rénovation matériel roulant ferroviaire (H/F);https://candidat.francetravail.fr/offres/recherche/detail/4221161;2026-06-25T07:04:56.000Z;;SNCF;;;;;;;;;;;;;;;;;;;;37 - Tours;;37000;;https://www.google.com/maps/search/?api=1&query=SNCF%2037%20-%20Tours;Transport ferroviaire interurbain de voyageurs;;CDI;CDI;;;;;;;Expérience exigée;;;;;Ingénieur ou ingénieure qualité projet rénovation, vous avez en charge la mise en place et le pilotage de la qualité du projet, de la captation du besoin à la mise en place de solutions qualité. Vous élaborez un Plan de Management de la Qualité Projet définissant l'organisation et les objectifs qualité du projet. Pour cela, vous vous s'appuyez sur l'ensemble des ressources des projets.  Vos principales missions  - Définir les objectifs qualité du projet et rédiger le Plan de Management de la Qualité.  - Piloter les actions qualité, suivre les non-conformités et assurer la conformité des livrables.  - Garantir l'application des procédures internes et superviser les contrôles qualité chez les fournisseurs.  - Mesurer la fiabilité des matériels rénovés en lien avec les équipes SAV et maintena;49;37261;47.404397;0.710983;"
Travail en journée";;;1;;;;;;;;;2026-06-25T07:04:56.000Z;JOBTRANSPORT https://www.jobtransport.com/offre-emploi/ido/3194425.aspx?utm_source=pole-emploi&utm_medium=referral&utm_campaign=flux;;;;;;;
France Travail;209PYTV;Responsable de production snacking H/F;https://candidat.francetravail.fr/offres/recherche/detail/209PYTV;2026-06-11T10:50:29.275Z;;Boulangerie ANGE Tours Nord;;;;;;;;;;;;;;;;Agence France Travail TOURS RONSARD;;;;37 - TOURS;;37000;;https://www.google.com/maps/search/?api=1&query=Boulangerie%20ANGE%20Tours%20Nord%2037%20-%20TOURS;Boulangerie et boulangerie-pâtisserie;Employé qualifié;CDI;CDI;;Mensuel de 2200.00 Euros à 3200.00 Euros sur 12 mois;;;;;3 An(s);;"Contrôler les règles de Qualité, Hygiène, Sécurité, Santé et Environnement (QHSSE) (S); Dresser des plats pour le service (S); Respect des normes HACCP (S); Compétences managériales (S)";;;Et si vous deveniez un Ange, Gardien du bon ?  Dans le cadre de son développement, la Boulangerie Ange Tours Nord renforce ses équipes et recrute son/sa :  RESPONSABLE DE PRODUCTION SNACKING H/F  CDI - Temps plein - Tours Nord  Votre rôle :  Véritable chef d'orchestre du pôle snacking, vous êtes au cœur de la production et du pilotage de l'activité (pizzas, quiches, sandwichs, salades, produits traiteur).  Interface clé entre production, vente et direction, vous garantissez à la fois la qualité des produits, la performance économique et la cohésion d'équipe.  Vos missions : Management & animation d'équipe Encadrer, organiser et animer l'équipe snacking au quotidien Répartir les tâches, piloter l'activité et assurer le respect des cadences Accompagner la montée en compétences (formation, in;10;37261;47.365453;0.70674;"39H/semaine
Travail les week-ends et jours fériés";Temps plein;;1;False;;;;;;;;2026-07-01T16:18:02.040Z;;106 RUE RONSARD;37000 Tours;Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/209PYTV;;;;
France Travail;3759106;Coordinateur de production industrielle H/F;https://candidat.francetravail.fr/offres/recherche/detail/3759106;2026-06-14T23:01:07.000Z;;;;;;D’un côté il y a l’entreprise, de l’autre le candidat et au centre : il y a Native RH - cabinet de recrutement. Candidat et entreprise ne parlent pas la même « langue ». Native RH intervient comme un facilitateur pour traduire et permettre une rencontre. Notre objectif est de vous réconcilier avec l’EXPERIENCE recrutement et de former la meilleure adéquation possible entre l'entreprise et vous fut;;;;;;;;;;;;;;;;37 - Tours;;37000;;;Conseil pour les affaires et autres conseils de gestion;;CDI;CDI;;Annuel de 30000.0 Euros à 36000.0 Euros;;;;;Débutant accepté;;;;;Description: Rattaché au Responsable de production, vous intervenez à la fois en production et dans l'accompagnement quotidien des équipes - 10 collaborateurs de production. Véritable référent technique de l'atelier, vous intervenez majoritairement en production et sur le process industriel « Je produis » (70 % du temps). Dans ce rôle vous consacré 30 % de votre temps à l'accompagnement des équipes, au contrôle des réalisations et à l'amélioration des pratiques de l'atelier/ Amélioration Continue. Vos principales missions sont les suivantes : - Participer aux différentes étapes de fabrication et de finition des produits - Contrôler la qualité des réalisations au sein de l'atelier - Accompagner les opérateurs dans leur quotidien et apporter un soutien technique / conseils - Veiller au respe;70;37261;47.365453;0.70674;"
Travail en journée";;;1;;;;;;;;;2026-06-14T23:01:07.000Z;NICOKA https://nativerh.nicoka.com/public/jobs/1234-6031ce1fc37c484/?source=90;;;;;https://nativerh.nicoka.com/public/jobs/1234-6031ce1fc37c484/?source=90;;
France Travail;4634351;Technicien Mécanicien d'atelier  H/F;https://candidat.francetravail.fr/offres/recherche/detail/4634351;2026-07-07T08:05:53.000Z;;Alvest Equipment Services;;;;Alvest Equipment Services (AES), une société du groupe Alvest, offre un panel complet de service d’excellence pour le matériel d’assistance en escale, en environnement aéroportuaire. Ces services comprennent la location d’équipement, la gestion de flotte, la mise en commun d’équipements, les services de maintenance, la remise à neuf et la vente d’équipement d’occasion.;;;;;;;;;;;;;;;;37 - Montlouis-sur-Loire;;37270;;https://www.google.com/maps/search/?api=1&query=Alvest%20Equipment%20Services%2037%20-%20Montlouis-sur-Loire;Réparation et maintenance d'autres équipements de transport;;CDI;CDI;;Annuel de 26000.0 Euros à 30000.0 Euros;;;;;3 An(s);;;;;Dans le cadre de l'extension de notre atelier de maintenance, nous recherchons un Technicien Mécanicien d’atelier sur notre site de Montlouis sur Loire (37).  Rattaché au Superviseur d'atelier, vous effectuez le dépannage et la remise en état de matériel aéroportuaire, sur le site Montlouis sur Loire. Les missions rattachées au poste sont les suivantes : - Effectuer des maintenances lourdes ou remettre en état les équipements aéroportuaires pour assurer leur bon fonctionnement en respectant les modes opératoires et les plans de maintenance - Changer ou réparer les pièces, organes défectueux et procéder aux essais et réglages - Détecter l'origine d'une panne, établir un diagnostic en suivant des procédures logiques et méthodologiques - Réaliser les interventions préventives et curatives des;33;37156;47.388258;0.827428;"
Travail en journée";;;1;;;;;;;;;2026-07-07T08:05:53.000Z;WINK https://apply.wink-lab.com/apply/bf40377e-a3ad-457d-bd2e-89bb92f98b07?utm_source=francetravailbasic;;;;;;;
France Travail;4475409;Responsable d'Activité Maitrise des Risques H/F - VDL;https://candidat.francetravail.fr/offres/recherche/detail/4475409;2026-07-02T04:31:39.000Z;;SOM Val de Loire;;;;"SOM, filiale du Groupe ORTEC, est un acteur majeur de l'ingénierie au service des industries les plus exigeantes.
Depuis plus de 40 ans, nos équipes accompagnent les grands donneurs d'ordre dans la conception, la fiabilisation, la transformation ou la déconstruction d'installations techniques complexes, notamment dans les secteurs du nucléaire, de l'énergie, du ferroviaire, de l'aéronautique, de l";;;;;;;;;;;;;;;;37 - Tours;;37000;;https://www.google.com/maps/search/?api=1&query=SOM%20Val%20de%20Loire%2037%20-%20Tours;;Cadre;CDI;CDI;;Annuel de 47000.0 Euros à 55000.0 Euros;;;;;Débutant accepté;;;;;RESPONSABILITÉS :   Notre agence SOM Val de Loire, basée à Tours, est engagée dans les projets d'ingénierie du parc nucléaire en exploitation ainsi que sur les projets de nouveau nucléaire. Intégré(e) à notre bureau d'études, vous interviendrez sur le pilotage d'une équipe, la gestion et l'animation commerciale des études Sûreté et Agression, en lien avec le secteur nucléaire. La gestion de ce périmètre vous confiera le challenge de l'accroissement de nos activités Sûreté et Agression. En tant que Responsable d'Activité Maitrise des Risques H/F, vous aurez les missions suivantes :  • Management hiérarchique des équipes Sûreté et Agression,  • Garant de la charge de l'équipe,  • Garant technique des affaires de votre activité et supervision du bureau d'étude,  • Garant du relationnel client;;37261;47.365453;0.70674;"35H/semaine
Travail en journée";Temps plein;;1;;;;;;;;;2026-07-02T04:31:39.000Z;BEETWEEN https://app.beetween.com/WeaselWeb/p/#/apply/job/1dmp20iqqh8/responsable-d-activite-maitrise-des-risques-h-f-vdl;;;;;;;
France Travail;210XKGV;Responsable Technique de Production (f/h) (H/F);https://candidat.francetravail.fr/offres/recherche/detail/210XKGV;2026-07-08T08:43:33.933Z;;COMPAGNIE DE SAINT-GOBAIN;;;;;;;;;;;;;;;;;;;;37 - Joué-lès-Tours;;37300;;https://www.google.com/maps/search/?api=1&query=COMPAGNIE%20DE%20SAINT-GOBAIN%2037%20-%20Jou%C3%A9-l%C3%A8s-Tours;Activités des sièges sociaux;Cadre;CDI;CDI;;Annuel de 55000.0 Euros à 60000.0 Euros sur 12 mois;;;;;2 An(s);;"Analyse de données de production (S); Analyser les besoins fonctionnels pour les projets d'investissements liés à la production (S); Animer et diriger les équipes de production (S); Mettre en place des solutions d'amélioration de la performance (S); Piloter la gestion de la production, de l'exploitation (S); #TDEF2026 (S)";;;Pourquoi a-t-on besoin de vous? Responsabilité de l'atelier et rattachement au Directeur d'établissement. Garant du bon fonctionnement de l'atelier et du service attendu par nos clients. Garant de la fabrication, des rendements, des temps et de l'optimisation des matières consommées, responsable du respect des procédures et modes opératoires qualité, de l'application des règles de sécurité et de leur amélioration. Est également responsable du planning de l'atelier et du respect des délais, du processus d'approvisionnement. Contribue à l'amélioration de la productivité, de la qualité et à la réduction des couts. - Manager une équipe d'opérateurs de production en service posté en atelier - Etre le vecteur d'animation de la Sécurité du personnel au sein de l'atelier - Etre le garant industrie;70;37122;47.351465;0.662315;"35H/semaine
Travail en journée";Temps plein;;1;;;;;;;;Avoir l'esprit d'équipe, Etre force de proposition, Faire preuve de leadership;2026-07-09T09:48:11.783Z;;https://joinus.saint-gobain.com/description?nPostingTargetId=309192&id=Q2FFK026203F3VBQBLO7V8M1O&LG=FR&languageSelect=FR&cType=JobBoard&sType=FranceTravail;;;;https://joinus.saint-gobain.com/description?nPostingTargetId=309192&id=Q2FFK026203F3VBQBLO7V8M1O&LG=FR&languageSelect=FR&cType=JobBoard&sType=FranceTravail;;
France Travail;3270257;Responsable Aéronautique/Spatial H/F;https://candidat.francetravail.fr/offres/recherche/detail/3270257;2026-06-02T01:02:00.000Z;;OPCA Sn;;;;OPCA Sn est une entreprise dynamique et innovante spécialisée dans l’industrie aéronautique et spatiale, reconnue pour son expertise technique et son engagement envers l’excellence opérationnelle. Située à Fondettes (37230), notre société s’inscrit au cœur d’un écosystème industriel en pleine expansion, où la précision, la rigueur et l’innovation sont les piliers de notre réuss;;;;;;;;;;;;;;;;37 - Fondettes;;37230;;https://www.google.com/maps/search/?api=1&query=OPCA%20Sn%2037%20-%20Fondettes;Mécanique industrielle;;CDI;CDI;;;;;;;1 An(s);;;;;Au sein de OPCA Sn, le poste de Responsable Aéronautique/Spatial représente une opportunité unique de piloter des projets d’envergure dans un secteur en constante évolution. En qualité de responsable, vous serez amené(e) à superviser l’ensemble des activités liées au développement, à la production et à la maintenance des systèmes aéronautiques et spatiaux, en veillant au respect des normes les plus strictes en matière de qualité, de sécurité et de performance. Vos missions consisteront à coordonner les équipes techniques, à analyser les besoins clients et à proposer des solutions innovantes, tout en garantissant la conformité aux exigences réglementaires, notamment en matière d’OTD (On Time Delivery) et d’OQD (On Quality Delivery). Vous serez également responsable de la gestion des interfa;25;37109;47.404828;0.600035;"
Travail en journée";;;1;;;;Selon profil;;;;;2026-06-17T20:30:04.000Z;LINDUSTRIE RECRUTE https://www.lindustrie-recrute.fr/candidat/offre/804533?utm_source=NQ==;;;;;;;
France Travail;211CVFR;TECHNICIEN MÉTHODES / CONCEPTION AGENCEMENT (H/F);https://candidat.francetravail.fr/offres/recherche/detail/211CVFR;2026-07-13T11:46:00.432Z;;POSTFORMING INDUSTRIES;;;;"Entreprise spcialise dans lagencement depuis plus de 30 ans, nous organisons, fabriquons
et agenons les espaces pour lindustrie, le tertiaire et le commerce
Nous ralisons des projets dagencement cl en main et notre savoir-faire nous permet dtre
reconnus dans ce domaine.";;;;;;;;;;;;POSTFORMING INDUSTRIES - Mme Lucie MORIN;;Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/211CVFR;;37 - FONDETTES;;37230;;https://www.google.com/maps/search/?api=1&query=POSTFORMING%20INDUSTRIES%2037%20-%20FONDETTES;Fabrication d'autres meubles et industries connexes de l'ameublement;Technicien;CDI;CDI;;Horaire de 16.0 Euros à 22.0 Euros sur 12 mois;;;;;5 An(s);;"Règles de sécurité (S); Organiser le travail d'une équipe (S); Préparer du matériel en prévision d'un travail (S)";;;Dans le cadre du développement de notre bureau des méthodes, nous recherchons un(e) Technicien Méthodes / Conception agencement H/F capable d'apporter son expérience technique et de contribuer à la réussite de nos projets.  Votre rôle Au sein du bureau des méthodes, vous êtes un véritable lien entre la conception, la préparation de fabrication et l'atelier. Votre mission consiste à transformer les projets en dossiers de fabrication fiables, optimisés et adaptés à nos moyens de production. Vous intervenez sur l'ensemble de la chaîne : conception, définition des solutions techniques, préparation des dossiers, programmation des usinages et accompagnement de la fabrication.  Vos missions En collaboration avec les chargés d'affaires, le bureau d'études, le chef d'atelier et les équipes de produ;31;37109;47.404828;0.600035;"39H/semaine
Travail en journée";Temps plein;;1;;Primes;Intéressement / participation;;;;;;2026-07-15T15:53:01.894Z;;Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/211CVFR;;;;;;
France Travail;210LPXH;Technicien(ne) méthodes & industrialisation (H/F);https://candidat.francetravail.fr/offres/recherche/detail/210LPXH;2026-06-29T13:50:10.573Z;;;;;;;;;;;;;;;;;;;;;;37 - LUYNES;;37230;;;Conseil pour les affaires et autres conseils de gestion;Technicien;CDI;CDI;;Annuel de 30000.0 Euros à 36000.0 Euros sur 12.0 mois;;;;;3 An(s);Bac+3, Bac+4 ou équivalents;"Chiffrage et calcul de coût (S); Analyser un document de production (S); Documenter les procédures de fabrication (S); Elaborer des processus et des modes opératoires techniques (S)";;;Vous rejoignez une entreprise industrielle spécialisée dans la conception et la fabrication d'équipements métalliques et de solutions techniques sur mesure, destinés à des environnements exigeants (industrie, bâtiment, aménagement technique).  Avec plusieurs sites de production en France, l'entreprise intervient sur des projets à forte dimension technique, alliant transformation de la matière, assemblage et optimisation des process industriels.  Dans un contexte de croissance et d'optimisation continue, elle renforce ses équipes méthodes afin de structurer et améliorer ses flux de production.  Localisation : Près de Tours - Luynes (37).   Vos missions :  Au cœur des opérations, vous êtes un(e) acteur(trice) clé de la performance industrielle et intervenez sur des projets concrets :  Indust;70;37139;47.385004;0.554368;"35H/semaine
Travail en journée";Temps plein;;1;False;Primes;Complémentaire santé;;;;;Avoir l'esprit d'équipe, Organiser son travail selon les priorités et les objectifs, Etre force de proposition;2026-07-15T22:47:06.811Z;;;;;;;;
France Travail;4938934;TECHNICIEN METHODES INDUSTRIALISATION H/F CDI;https://candidat.francetravail.fr/offres/recherche/detail/4938934;2026-07-14T03:27:54.000Z;;HUTCHINSON France;;;;"CHEZ HUTCHINSON NOUS SOMMES 40 000 COLLABORATEURS DANS 25 PAYS, ENGAGÉS POUR UNE MOBILITÉ PLUS DURABLE DANS LES AIRS, SUR TERRE ET SUR MER, CA 2022 : € 4,4 milliards.
Nous imaginons, concevons, et produisons des solutions innovantes avec le souci permanent de leur adaptation aux enjeux environnementaux. Par la force d'un collectif et portés par notre culture technologique et internationale, nous n";;;;;;;;;;;;;;;;37 - Joué-lès-Tours;;37300;;https://www.google.com/maps/search/?api=1&query=HUTCHINSON%20France%2037%20-%20Jou%C3%A9-l%C3%A8s-Tours;Fabrication d'autres équipements automobiles;;CDI;CDI;;;;;;;1 An(s);;;;;"Directement rattaché(e) au Responsable Industrialisation des courroies ; au sein du Service Industrialisation, vous serez acteur de l'industrialisation des produits et procédés liés à la gamme courroie. Notre mission : garantir la faisabilité industrielle, fiabiliser les process et accompagner la mise en production des innovations, en collaboration avec la R&D, la Production et les services supports.   Vos principales missions  A ce titre, vos missions s'articulent autour de différents sujets :   * Assister à la réalisation des pièces prototypes afin d'évaluer la faisabilité industrielle et d'identifier les risques produit/process.   * Contribuer à la rédaction du cahier des charges process.  * Contribuer à la rédaction du cahier des charges machines.  * Spécifier les procédés de fabricati";29;37122;47.39864;0.696526;;;;1;False;;;;;;;;2026-07-14T03:27:54.000Z;BROADBEAN https://www.aplitrak.com/?adid=ZnIwMDNhYnNiZHNldS43OTg0OS42NzA2QGh1dGNoaW5zb24uYXBsaXRyYWsuY29t;;;;;;;
France Travail;4483299;Technicien Methode (F/H);https://candidat.francetravail.fr/offres/recherche/detail/4483299;2026-07-02T07:03:59.000Z;;GERARD PERRIER INDUSTRIE;;;;;;;;;;;;;;;;;;;;37 - Tours;;37000;;https://www.google.com/maps/search/?api=1&query=GERARD%20PERRIER%20INDUSTRIE%2037%20-%20Tours;Activités des sièges sociaux;;CDI;CDI;;;;;;;Expérience exigée;;;;;Qui sommes-nous ? ARDATEM, filiale du Groupe Gérard Perrier Industrie, a été créée en 1984. L'entreprise intervient sur le marché de l'énergie, et du nucléaire en particulier, comme acteur prestataire en génie électrique, automatismes et assistance technique. ARDATEM est organisée pour répondre aux besoins des clients sur la France entière et emploie plus de 850 personnes. La société connaît un fort développement depuis 15 ans. Engagements ARDATEM affirme son engagement pour le respect de l'égalité femmes/hommes et lutte activement contre toutes formes de discrimination. Votre future collaboration :  Votre expérience dans le domaine du Nucléaire, votre autonomie et votre sens des responsabilités, vous rendent apte notamment à (descriptif non exhaustif) : Mise à jour de la GMAO EDF (objets ;70;37261;47.365453;0.70674;"
Travail en journée";;;1;;;;;;;;;2026-07-02T07:03:59.000Z;CLIC_POWER https://www.clicandpower.fr/offre-emploi/ido/1364229.aspx?utm_source=pole-emploi&utm_medium=referral&utm_campaign=flux;;;;;;;
France Travail;4798032;Préparateur Tuyauterie Nucléaire (H/F);https://candidat.francetravail.fr/offres/recherche/detail/4798032;2026-07-10T11:21:29.000Z;;Kali Group;;;;Kali Group;;;;;;;;;;;;;;;;37 - Tours;;37000;;https://www.google.com/maps/search/?api=1&query=Kali%20Group%2037%20-%20Tours;;;CDI;CDI;;;;;;;2 An(s);;;;;L'industrie européenne se transforme. Les capitaux sont là, les projets aussi. Mais sur le terrain, il manque l'essentiel : les compétences pour faire tourner les lignes. C'est pour répondre à ce contexte que Kali Group existe. Nous sommes un cabinet de conseil spécialisé à 100% dans le manufacturing opérationnel. De l'industrialisation à la modernisation, nous résolvons les défis que la complexité des usines impose dans l'Aéronautique, le Nucléaire et les Life Sciences. Notre force, c'est notre communauté. Chez Kali Group, chaque spécialiste fait partie d'un collectif d'experts qui partage ses retours d'expérience, ses méthodes et ses solutions. Vous n'êtes jamais seul face à un problème. Quand vous bloquez sur un sujet, un autre membre de la communauté l'a déjà résolu ailleurs. C'est cet;;37261;47.404397;0.710983;"
Travail en journée";;;1;;;;;;;;;2026-07-10T11:21:29.000Z;PMEJOB https://www.jobposting.pro/emploi-2638838-120;;;;;;;
France Travail;4295075;Ingénieure formatrice/ Ingénieur formateur Nucléaire F/H;https://candidat.francetravail.fr/offres/recherche/detail/4295075;2026-06-27T05:30:55.000Z;;;;;;"
                    Le groupe EDF est l'un des premiers électriciens mondiaux, à la pointe de l'innovation technologique. Le respect de la personne et celui de l'environnement, l'intégrité, la solidarité sont au cœur de nos actions. Face à l’urgence climatique, notre rôle est d’inventer un modèle énergétique qui respecte notre planète.

Nous voulons construire un monde où il sera possible de prod";;;;;;;;;;;;;;;;37 - Tours;;37000;;;;Manœuvre;CDI;CDI;;;;;;;0 An(s);;;;;             En nous rejoignant, vous concevez des formations et outils pédagogiques innovants, vous organisez et animez des séances de formation en salle ou sur simulateurs (répliques à taille réelle des salles de commande des réacteurs), vous évaluez les acquis des stagiaires (généralement des groupes d’une douzaine de salariés tous niveaux) puis réalisez le bilan des formations dispensées.https://youtu.be/5Kk3BDmNwY8Le poste est situé à EDF UFPI sur le site de Chinon.Pour vous accompagner, cette mission comportera une période de professionnalisation pratique et théorique d'environ 24 mois.A la suite de cette première expérience, à la fois très technique et riche en contacts humains, vous pourrez accéder à des postes d’expert, de management ou de pilotage de projet dans l’exploitation au;;37261;47.42215;0.683116;"
Travail en journée";;;1;;;;;;;;;2026-06-27T05:30:55.000Z;TALENTS_HANDICAP https://www.talents-handicap.com/689-edf/332473-ingenieure-formatrice-ingenieur-formateur-nucleaire-f-h?src=FranceTravail;;;;;;;
France Travail;4435542;Coordonnateur / Coordonnatrice méthodes-ordonnancement en industrie (H/F);https://candidat.francetravail.fr/offres/recherche/detail/4435542;2026-07-01T07:14:12.000Z;;NEW NET 3D;;;;;;;;;;;;;;;;;;;;37 - Tours;;37000;;https://www.google.com/maps/search/?api=1&query=NEW%20NET%203D%2037%20-%20Tours;;;CDI;CDI;;;;;;;1 An(s);;;;;Description du poste :  En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums. L'entreprise EDF recherche actuellement des profils Dalkia Air Solutions, filiale de Dalkia spécialisée dans la production, le traitement et la distribution d'air comprimé, d'azote et d'air respirable propose des solutions fiables et adaptées aux environnements les plus complexes, dans une logique d'accompagnement et d'amélioration continue de la performance énergétique de ses clients. Dalkia Air Solutions recherche un(e) Coordinateur/Coordinatrice Technique H/F pour rejoindre l'antenne de Tours (37).  Rattaché(e) au Res;;37261;47.404397;0.710983;"
Travail en journée";;;1;;;;;;;;;2026-07-19T03:27:36.000Z;METEOJOB https://www.meteojob.com/jobs/54999894?utm_source=pole-emploi&utm_medium=aggregator-free;;;;;;;
HelloWork;71677945;Employe Production Trad CDI 36H45 - Permis B Indispensable H/F;https://www.hellowork.com/fr-fr/emplois/71677945.html;2026-07-05;2026-08-04;Groupement Mousquetaires;https://www.hellowork.com/fr-fr/entreprises/groupement-les-mousquetaires-12613.html;https://f.hellowork.com/img/entreprises/160_160/204208.png;;;;;;;;;;;;;;;;;;Tours;Centre-Val de Loire;37000;France;https://www.google.com/maps/search/?api=1&query=Groupement%20Mousquetaires%20Tours;;;CDI;FULL_TIME;;;;;;;Sans expérience requise;high school;;Vous avez une expérience significative en vente alimentaire, en cuisine ou production. Vous aimez le travail en équipe et n'avez pas de difficulté avec la station debout prolongée. Vous aimez l'esprit marchand, vous avez le sens du commerce. Vous êtes titulaire d'un Bac ou équivalent PERMIS DE CONDUIRE INDISPENSABLE BOITE DE VITESSE MANUELLE;opérateur de production;"Les missions du poste Le magasin Intermarché Super de Tours renforce son équipe ""Emballé sur Place"" en recrutant un ouvrier de préparation alimentaire H/F à plein temps. Au sein de l'équipe ""rayons traditionnels"", vous êtes en charge de la préparation et l'emballage/étiquetage des produits des rayons boulangerie, boucherie, charcuterie, fromage, traiteur et marée dans un laboratoire équipé de machines MAP et sous vide. Vous rejoignez un nouveau projet au sein de notre enseigne : une nouvelle façon de vendre nos produits traditionnels. Le champs d'expression est très vaste et une page blanche est à remplir sur les gammes à proposer à nos clients. Nous proposons une opportunité de créer votre assortiment en symbiose avec les attentes de nos clients. Après une formation technique, vous serez ";;;;;;;;;;;;;;;;;;;;;;;;;
HelloWork;76849753;Technicien d'Usinage en Tournage CN H/F;https://www.hellowork.com/fr-fr/emplois/76849753.html;2026-07-16;2026-08-15;Metronome Partners;https://www.hellowork.com/fr-fr/entreprises/metronome-partners-120124.html;https://f.hellowork.com/img/entreprises/160_160/199621.png;;;;;;;;;;;;;;;;;;Ballan-Miré;Centre-Val de Loire;37510;France;https://www.google.com/maps/search/?api=1&query=Metronome%20Partners%20Ballan-Mir%C3%A9;;;CDI;FULL_TIME;;30 000 - 34 000 € / an;30000;34000;EUR;YEAR;7 ans;;;;opérateur de production;Les missions du poste Métronome Partners recrute pour son client, PME spécialisé dans la mécanique de précision, rattaché à un groupe industriel implanté en région Centre et Pays de la Loire. Implantée proche de Tours, son savoir-faire est notamment reconnu dans les secteurs de l'aéronautique, de l'électrique et de l'automobile et se distingue par une grande maitrise dans ses activités de conception et de production. Immergé dans un environnement de travail stimulant et collaboratif, ce site de 40 collaborateurs est équipé d'un parc machines-outils adapté à la réalisation de tous types de pièces mécaniques, de la pièce unitaire à la grande série, suivant les plans et modèles des clients. Dans le cadre de son accroissement d'activité, nous recherchons son futur Technicien d'usinage en tourn;;;;;;;;;;;;;;;;;;;;;;;;;
HelloWork;80034071;Technicien d'Usinage - Tourneur CN Expérimenté H/F;https://www.hellowork.com/fr-fr/emplois/80034071.html;2026-07-11;2026-08-10;L'Industrie recrute;https://www.hellowork.com/fr-fr/entreprises/l-industrie-recrute-84916.html;https://f.hellowork.com/img/entreprises/160_160/199036.png;;;;;;;;;;;;;;;;;;Ballan-Miré;Centre-Val de Loire;37510;France;https://www.google.com/maps/search/?api=1&query=L%27Industrie%20recrute%20Ballan-Mir%C3%A9;;;CDI;FULL_TIME;;30 000 - 35 000 € / an;30000;35000;EUR;YEAR;7 ans;;;;opérateur de production;Détail du poste SCHRUB INDUSTRIE, créée il y a 60 ans, est une entreprise en pleine croissance, spécialisée dans le secteur de la mécanique de précision. Nous produisons (via du tournage, fraisage, décolletage) des pièces à l'attention de l'industrie automobile et aussi des secteurs de l'aéronautique et de l'électrique. Implantée proche de Tours, notre société se distingue par l'expertise de son équipe d'une quarantaine de professionnels et la qualité de ses produits. Nous mettons un point d'honneur à créer un environnement de travail stimulant et collaboratif, où chaque employé est encouragé à développer ses compétences et à contribuer activement à la réussite collective. Notre usine est équipée d'un parc machines-outils adapté à la réalisation de tous types de pièces mécaniques, de la pi;;;;;;;;;;;;;;;;;;;;;;;;;
HelloWork;81112799;Technicien d'Usinage - Tourneur CN Expérimenté H/F;https://www.hellowork.com/fr-fr/emplois/81112799.html;2026-07-08;2026-08-07;L'Industrie recrute;https://www.hellowork.com/fr-fr/entreprises/l-industrie-recrute-84916.html;https://f.hellowork.com/img/entreprises/160_160/199036.png;;;;;;;;;;;;;;;;;;Ballan-Miré;Centre-Val de Loire;37510;France;https://www.google.com/maps/search/?api=1&query=L%27Industrie%20recrute%20Ballan-Mir%C3%A9;;;CDI;FULL_TIME;;30 000 - 35 000 € / an;30000;35000;EUR;YEAR;1 an;;;;opérateur de production;Détail du poste SCHRUB INDUSTRIE, société créée en 1966, nous sommes spécialisés dans la fabrication (via du tournage, fraisage, décolletage) de pièces mécaniques. Nous intervenons dans le secteur de l'industrie automobile et aussi en tant que sous-traitant dans les secteurs de l'aéronautique, de l'électrique et du ferroviaire. Nous sommes certifiés ISO 9001 depuis plusieurs années. Notre équipe d'une quarantaine de professionnels est dotée d'un parc machines adapté à la réalisation de tous types de pièces mécaniques, de la pièce unitaire à la grande série, suivant les plans et modèles de nos clients. SCHRUB INDUSTRIE c'est avant tout une Société avec de fortes Valeurs Humaines ! SCHRUB INDUSTRIE recherche son futur Technicien d'usinage en tournage CN H/F. Sous la responsabilité de notre R;;;;;;;;;;;;;;;;;;;;;;;;;
